Prise en compte;Code INSEE Commune Nouvelle;Nom Commune Nouvelle Siège;Code INSEE Commune Déléguée (non actif);Nom Commune Déléguée;Adresse 2016 - Code INSEE;Adresse 2016 - L6 Code Postal;Adresse 2016 - L6 Libellé Acheminement;Adresse 2016 - Ligne 5 Commune déléguée;Adresse 2016 - Code INSEE associé à la L5;Adresse 2015 - Code INSEE;Adresse 2015 - L6 Code Postal;Adresse 2015 - Libellé Acheminement;Adresse 2015 - L5;Adresse 2015 - Code INSEE Associé à la L5
FÉVRIER 2016;24028;Beaumontois en Périgord;24497;Sainte-Sabine-Born;;;BEAUMONTOIS EN PERIGORD;BORN DE CHAMPS;;;;STE SABINE BORN;BORN DE CHAMPS;
FÉVRIER 2016;24035;Pays de Belvès;24035;Belvès;;;PAYS DE BELVES;FONGALOP;;;;BELVES;FONGALOP;
DÉCEMBRE 2016;24053;Boulazac Isle Manoire;24053;Boulazac Isle Manoire;;;BOULAZAC ISLE MANOIRE;ATUR;;;;BOULAZAC ISLE MANOIRE;ATUR;
DÉCEMBRE 2016;24053;Boulazac Isle Manoire;24447;Sainte-Marie-de-Chignac;;;BOULAZAC ISLE MANOIRE;STE MARIE DE CHIGNAC;;;;STE MARIE DE CHIGNAC;;
DÉCEMBRE 2018;24064;Brantôme en Périgord;24198;Gonterie-Boulouneix (La);;;BRANTOME EN PERIGORD;LA GONTERIE BOULOUNEIX;;;;LA GONTERIE BOULOUNEIX;;
DÉCEMBRE 2018;24064;Brantôme en Périgord;24391;Saint-Crépin-de-Richemont;;;BRANTOME EN PERIGORD;ST CREPIN DE RICHEMONT;;;;ST CREPIN DE RICHEMONT;;
DÉCEMBRE 2016;24117;Coteaux Périgourdins (Les);24117;Chavagnac;;;LES COTEAUX PERIGOURDINS;CHAVAGNAC;;;;CHAVAGNAC;;
DÉCEMBRE 2016;24117;Coteaux Périgourdins (Les);24204;Grèzes;;;LES COTEAUX PERIGOURDINS;GREZES;;;;GREZES;;
FÉVRIER 2016;24142;Coux et Bigaroque-Mouzens;24298;Mouzens;;;COUX ET BIGAROQUE MOUZENS;MOUZENS;;;;MOUZENS;;
DÉCEMBRE 2016;24253;Mareuil en Périgord;24033;Beaussac;;;MAREUIL EN PERIGORD;BEAUSSAC;;;;BEAUSSAC;;
DÉCEMBRE 2016;24253;Mareuil en Périgord;24344;Puyrenier;;;MAREUIL EN PERIGORD;PUYRENIER;;;;PUYRENIER;;
DÉCEMBRE 2016;24312;Sanilhac;24258;Marsaneix;;;SANILHAC;MARSANEIX;;;;MARSANEIX;;
FÉVRIER 2016;24316;Parcoul-Chenaud;24118;Chenaud;;;PARCOUL CHENAUD;CHENAUD;;;;CHENAUD;;
FÉVRIER 2016;24362;Sainte-Alvère-Saint-Laurent Les Bâtons *;24435;Saint-Laurent-des-Bâtons;;;STE ALVERE ST LAURENT LES BATONS;ST LAURENT DES BATONS;;;;ST LAURENT DES BATONS;;
DÉCEMBRE 2018;24364;Coly-Saint-Amand;24127;Coly;;;COLY ST AMAND;COLY;;;;COLY;;
FÉVRIER 2016;24376;Saint Aulaye-Puymangou;24376;Saint-Aulaye;;;ST AULAYE PUYMANGOU;ST AULAYE;;;;ST AULAYE;;
DÉCEMBRE 2016;24554;Tour-Blanche-Cercles (La);24554;Tour-Blanche (La);;;LA TOUR BLANCHE CERCLES;LA TOUR BLANCHE;;;;LA TOUR BLANCHE;;
JUILLET 2019;25156;Pays-de-Clerval;25140;Chaux-lès-Clerval;;;PAYS DE CLERVAL;CHAUX LES CLERVAL;;;;CHAUX LES CLERVAL;;
JUILLET 2019;25156;Pays-de-Clerval;25156;Pays-de-Clerval;;;PAYS DE CLERVAL;CLERVAL;;;;PAYS DE CLERVAL;CLERVAL;
DÉCEMBRE 2016;25222;Étalans;25610;Verrières-du-Grosbois;;;ETALANS;VERRIERES DU GROSBOIS;;;;VERRIERES DU GROSBOIS;;
JUILLET 2019;25245;Fontain;25027;Arguel;;;FONTAIN;ARGUEL;;;;ARGUEL;;
JUILLET 2019;25245;Fontain;25245;Fontain;;;FONTAIN;;;;;FONTAIN;;
DÉCEMBRE 2016;25334;Levier;25334;Levier;;;LEVIER;GRANGES MAILLOT;;;;LEVIER;GRANGES MAILLOT;
DÉCEMBRE 2016;25334;Levier;25334;Levier;;;LEVIER;;;;;LEVIER;;
DÉCEMBRE 2016;25424;Premiers Sapins (Les);25028;Athose;;;LES PREMIERS SAPINS;ATHOSE;;;;ATHOSE;;
DÉCEMBRE 2016;25424;Premiers Sapins (Les);25424;Nods;;;LES PREMIERS SAPINS;NODS;;;;NODS;;
FÉVRIER 2016;25438;Osselle-Routelle;25509;Routelle;;;OSSELLE ROUTELLE;ROUTELLE;;;;ROUTELLE;;
DÉCEMBRE 2018;26210;Valherbasse;26184;Miribel;;;VALHERBASSE;MIRIBEL;;;;MIRIBEL;;
FÉVRIER 2016;27022;Val d'Hazey (Le);27519;Sainte-Barbe-sur-Gaillon;;;LE VAL D HAZEY;STE BARBE SUR GAILLON;;;;STE BARBE SUR GAILLON;;
FÉVRIER 2016;27022;Val d'Hazey (Le);27687;Vieux-Villez;;;LE VAL D HAZEY;VIEUX VILLEZ;;;;VIEUX VILLEZ;;
DÉCEMBRE 2016;27032;Chambois;27032;Avrilly;;;CHAMBOIS;AVRILLY;;;;AVRILLY;;
MARS 2016;27049;Mesnil-en-Ouche;27292;Gouttières;;;MESNIL EN OUCHE;GOUTTIERES;;;;GOUTTIERES;;
MARS 2016;27049;Mesnil-en-Ouche;27499;Roussière (La);;;MESNIL EN OUCHE;LA ROUSSIERE;;;;LA ROUSSIERE;;
DÉCEMBRE 2016;27062;Monts du Roumois (Les);27092;Bosguérard-de-Marcouville;;;LES MONTS DU ROUMOIS;BOSGUERARD DE MARCOUVILLE;;;;BOSGUERARD DE MARCOUVILLE;;
JUILLET 2019;27070;Frenelles-en-Vexin;27270;Fresne-l'Archevêque;;;FRENELLES EN VEXIN;FRESNE L ARCHEVEQUE;;;;FRESNE L ARCHEVEQUE;;
DÉCEMBRE 2017;27089;Thénouville;27089;Thénouville;;;THENOUVILLE;BOSC RENOULT EN ROUMOIS;;;;THENOUVILLE;BOSC RENOULT EN ROUMOIS;
DÉCEMBRE 2017;27089;Thénouville;27089;Thénouville;;;THENOUVILLE;THEILLEMENT;;;;THENOUVILLE;THEILLEMENT;
DÉCEMBRE 2016;27105;Grand Bourgtheroulde;27084;Bosc-Bénard-Commin;;;GRAND BOURGTHEROULDE;BOSC BENARD COMMIN;;;;BOSC BENARD COMMIN;;
FÉVRIER 2016;27107;Bourneville-Sainte-Croix;27107;Bourneville;;;BOURNEVILLE STE CROIX;BOURNEVILLE;;;;BOURNEVILLE;;
FÉVRIER 2016;27107;Bourneville-Sainte-Croix;27526;Sainte-Croix-sur-Aizier;;;BOURNEVILLE STE CROIX;STE CROIX SUR AIZIER;;;;STE CROIX SUR AIZIER;;
OCTOBRE 2019;27198;Mesnils-sur-Iton;27198;Mesnils-sur-Iton;;;MESNILS SUR ITON;GOUVILLE;;;;MESNILS SUR ITON;GOUVILLE;
OCTOBRE 2019;27198;Mesnils-sur-Iton;27198;Mesnils-sur-Iton;;;MESNILS SUR ITON;LE RONCENAY AUTHENAY;;;;MESNILS SUR ITON;LE RONCENAY AUTHENAY;
OCTOBRE 2019;27198;Mesnils-sur-Iton;27198;Mesnils-sur-Iton;;;MESNILS SUR ITON;LE SACQ;;;;MESNILS SUR ITON;LE SACQ;
DÉCEMBRE 2016;27213;Vexin-sur-Epte;27060;Berthenonville;;;VEXIN SUR EPTE;BERTHENONVILLE;;;;BERTHENONVILLE;;
DÉCEMBRE 2016;27213;Vexin-sur-Epte;27121;Bus-Saint-Rémy;;;VEXIN SUR EPTE;BUS ST REMY;;;;BUS ST REMY;;
DÉCEMBRE 2016;27213;Vexin-sur-Epte;27122;Cahaignes;;;VEXIN SUR EPTE;CAHAIGNES;;;;CAHAIGNES;;
DÉCEMBRE 2016;27213;Vexin-sur-Epte;27264;Fours-en-Vexin;;;VEXIN SUR EPTE;FOURS EN VEXIN;;;;FOURS EN VEXIN;;
DÉCEMBRE 2016;27213;Vexin-sur-Epte;27308;Guitry;;;VEXIN SUR EPTE;GUITRY;;;;GUITRY;;
DÉCEMBRE 2016;27213;Vexin-sur-Epte;27449;Panilleuse;;;VEXIN SUR EPTE;PANILLEUSE;;;;PANILLEUSE;;
JUILLET 2019;27263;Perrey (Le);27263;Fourmetot;;;LE PERREY;FOURMETOT;;;;FOURMETOT;;
JUILLET 2019;27263;Perrey (Le);27581;Saint-Ouen-des-Champs;;;LE PERREY;ST OUEN DES CHAMPS;;;;ST OUEN DES CHAMPS;;
DÉCEMBRE 2016;27425;Nassandres sur Risle;27253;Fontaine-la-Soret;;;NASSANDRES SUR RISLE;FONTAINE LA SORET;;;;FONTAINE LA SORET;;
DÉCEMBRE 2017;27447;Val-Doré (Le);27402;Mesnil-Hardray (Le);;;LE VAL DORE;LE MESNIL HARDRAY;;;;LE MESNIL HARDRAY;;
DÉCEMBRE 2017;27447;Val-Doré (Le);27447;Orvaux;;;LE VAL DORE;ORVAUX;;;;ORVAUX;;
OCTOBRE 2018;27471;Porte-de-Seine;27651;Tournedos-sur-Seine;;;PORTE DE SEINE;TOURNEDOS SUR SEINE;;;;TOURNEDOS SUR SEINE;;
FÉVRIER 2016;27638;Thuit de l'Oison (Le);27636;Thuit-Anger (Le);;;LE THUIT DE L OISON;LE THUIT ANGER;;;;LE THUIT ANGER;;
OCTOBRE 2019;27685;Vieille-Lyre (La);27143;Champignolles;;;LA VIEILLE LYRE;CHAMPIGNOLLES;;;;CHAMPIGNOLLES;;
DÉCEMBRE 2016;28012;Commune nouvelle d'Arrou;28115;Courtalain;;;COMMUNE NOUVELLE D ARROU;COURTALAIN;;;;COURTALAIN;;
DÉCEMBRE 2018;28018;Authon-du-Perche;28376;Soizé;;;AUTHON DU PERCHE;SOIZE;;;;SOIZE;;
DÉCEMBRE 2016;28103;Cloyes-les-Trois-Rivières;28241;Mée (Le);;;CLOYES LES TROIS RIVIERES;LE MEE;;;;LE MEE;;
DÉCEMBRE 2016;28103;Cloyes-les-Trois-Rivières;28318;Romilly-sur-Aigre;;;CLOYES LES TROIS RIVIERES;ROMILLY SUR AIGRE;;;;ROMILLY SUR AIGRE;;
FÉVRIER 2016;28183;Gommerville;28183;Gommerville;;;GOMMERVILLE;GRANDVILLE GAUDREVILLE;;;;GOMMERVILLE;GRANDVILLE GAUDREVILLE;
FÉVRIER 2016;28183;Gommerville;28183;Gommerville;;;GOMMERVILLE;;;;;GOMMERVILLE;;
JUILLET 2019;28199;Janville-en-Beauce;28002;Allaines-Mervilliers;;;JANVILLE EN BEAUCE;ALLAINES MERVILLIERS;;;;ALLAINES MERVILLIERS;;
JUILLET 2019;28199;Janville-en-Beauce;28311;Puiset (Le);;;JANVILLE EN BEAUCE;LE PUISET;;;;LE PUISET;;
FÉVRIER 2016;28254;Mittainvilliers-Vérigny;28254;Mittainvilliers;;;MITTAINVILLIERS VERIGNY;MITTAINVILLIERS;;;;MITTAINVILLIERS;;
DÉCEMBRE 2016;28330;Villemaury;28101;Civry;;;VILLEMAURY;CIVRY;;;;CIVRY;;
DÉCEMBRE 2016;29076;Milizac-Guipronvel;29149;Milizac;;;MILIZAC GUIPRONVEL;MILIZAC;;;;MILIZAC;;
FÉVRIER 2016;29266;Saint-Thegonnec Loc-Eguiner;29266;Saint-Thégonnec;;;ST THEGONNEC LOC EGUINER;ST THEGONNEC;;;;ST THEGONNEC;;
DÉCEMBRE 2018;30052;Bréau-Mars;30157;Mars;;;BREAU MARS;MARS;;;;MARS;;
DÉCEMBRE 2018;30339;Val-d'Aigoual;30190;Notre-Dame-de-la-Rouvière;;;VAL D AIGOUAL;NOTRE DAME DE LA ROUVIERE;;;;NOTRE DAME DE LA ROUVIERE;;
FÉVRIER 2016;33018;Val de Virvée;33018;Aubie-et-Espessas;;;VAL DE VIRVEE;AUBIE ET ESPESSAS;;;;AUBIE ET ESPESSAS;;
DÉCEMBRE 2018;33055;Blaignan-Prignac;33338;Prignac-en-Médoc;;;BLAIGNAN PRIGNAC;PRIGNAC EN MEDOC;;;;PRIGNAC EN MEDOC;;
DÉCEMBRE 2016;35069;Châteaugiron;35254;Saint-Aubin-du-Pavail;;;CHATEAUGIRON;ST AUBIN DU PAVAIL;;;;ST AUBIN DU PAVAIL;;
DÉCEMBRE 2018;35163;Luitré-Dompierre;35100;Dompierre-du-chemin;;;LUITRE DOMPIERRE;DOMPIERRE DU CHEMIN;;;;DOMPIERRE DU CHEMIN;;
OCTOBRE 2019;35184;Montauban-de-Bretagne;35301;Saint-M'Hervon;;;MONTAUBAN DE BRETAGNE;ST M HERVON;;;;ST M HERVON;;
DÉCEMBRE 2016;35191;Portes du Coglais (Les);35191;Montours;;;LES PORTES DU COGLAIS;MONTOURS;;;;MONTOURS;;
DÉCEMBRE 2016;35191;Portes du Coglais (Les);35323;La Selle-en-Coglès;;;LES PORTES DU COGLAIS;LA SELLE EN COGLES;;;;LA SELLE EN COGLES;;
OCTOBRE 2019;35220;Piré-Chancé;35053;Chancé;;;PIRE CHANCE;CHANCE;;;;CHANCE;;
DÉCEMBRE 2018;36093;Levroux;36206;Saint-Pierre-de-Lamps;;;LEVROUX;ST PIERRE DE LAMPS;;;;ST PIERRE DE LAMPS;;
DÉCEMBRE 2016;36229;Val-Fouzon;36183;Sainte-Cécile;;;VAL FOUZON;STE CECILE;;;;STE CECILE;;
OCTOBRE 2019;36244;Villentrois-Faverolles-en-Berry;36072;Faverolles-en-Berry;;;VILLENTROIS FAVEROLLES EN BERRY;FAVEROLLES EN BERRY;;;;FAVEROLLES EN BERRY;;
OCTOBRE 2017;37021;Beaumont-Louestault;37021;Beaumont-la-Ronce;;;BEAUMONT LOUESTAULT;BEAUMONT LA RONCE;;;;BEAUMONT LA RONCE;;
DÉCEMBRE 2016;37123;Langeais;37123;Langeais;;;LANGEAIS;;;;;LANGEAIS;;
FÉVRIER 2016;38022;Avenières Veyrins-Thuellin (Les);38022;Avenières (Les);;;LES AVENIERES VEYRINS THUELLIN;LES AVENIERES;;;;LES AVENIERES;;
FÉVRIER 2016;38022;Avenières Veyrins-Thuellin (Les);38541;Veyrins-Thuellin;;;LES AVENIERES VEYRINS THUELLIN;THUELLIN;;;;VEYRINS THUELLIN;THUELLIN;
JUILLET 2019;38073;Chantepérier;38073;Chantelouve;;;CHANTEPERIER;CHANTELOUVE;;;;CHANTELOUVE;;
JUILLET 2019;38163;Haut-Bréda (Le);38163;Ferrière (La);;;LE HAUT BREDA;LA FERRIERE;;;;LA FERRIERE;;
DÉCEMBRE 2018;38284;Ornacieux-Balbins;38025;Balbins;;;ORNACIEUX BALBINS;BALBINS;;;;BALBINS;;
DÉCEMBRE 2016;38297;Arandon-Passins;38297;Passins;;;ARANDON PASSINS;PASSINS;;;;PASSINS;;
OCTOBRE 2019;38479;Porte des Bonnevaux;38274;Nantoin;;;PORTE DES BONNEVAUX;NANTOIN;;;;NANTOIN;;
DÉCEMBRE 2018;38560;Val-de-Virieu;38293;Panissage;;;VAL DE VIRIEU;PANISSAGE;;;;PANISSAGE;;
OCTOBRE 2017;39018;Aromas;39018;Aromas;;;AROMAS;CEFFIA;;;;AROMAS;CEFFIA;
OCTOBRE 2017;39018;Aromas;39566;Villeneuve-lès-Charnod;;;AROMAS;VILLENEUVE LES CHARNOD;;;;VILLENEUVE LES CHARNOD;;
DÉCEMBRE 2016;39177;Hauteroche;39332;Mirebel;;;HAUTEROCHE;MIREBEL;;;;MIREBEL;;
JUILLET 2019;39190;Dampierre;39190;Dampierre;;;DAMPIERRE;CHATEAUNEUF;;;;DAMPIERRE;CHATEAUNEUF;
FÉVRIER 2016;39209;Val d'Epy *;39382;Nantey;;;VAL D EPY;NANTEY;;;;NANTEY;;
DÉCEMBRE 2017;39209;Val-d'Épy;39036;Balme-d'Epy (La);;;VAL D EPY;LA BALME D EPY;;;;LA BALME D EPY;;
DÉCEMBRE 2016;39290;Valzin en Petite Montagne;39290;Légna;;;VALZIN EN PETITE MONTAGNE;LEGNA;;;;LEGNA;;
FÉVRIER 2016;39329;Mièges;39213;Esserval-Combe;;;MIEGES;ESSERVAL COMBE;;;;ESSERVAL COMBE;;
FÉVRIER 2016;39331;Mignovillard;39161;Communailles-en-Montagne;;;MIGNOVILLARD;COMMUNAILLES EN MONTAGNE;;;;COMMUNAILLES EN MONTAGNE;;
AVRIL 2016;39378;Trois Châteaux (Les) *;39378;Nanc-lès-Saint-Amour;;;LES TROIS CHATEAUX;NANC LES ST AMOUR;;;;NANC LES ST AMOUR;;
DÉCEMBRE 2016;39485;Val Suran;39069;Bourcia;;;VAL SURAN;BOURCIA;;;;BOURCIA;;
OCTOBRE 2017;39510;Septmoncel Les Molunes;39341;Molunes (Les);;;SEPTMONCEL LES MOLUNES;LES MOLUNES;;;;LES MOLUNES;;
DÉCEMBRE 2016;39576;Val-Sonnette;39576;Vincelles;;;VAL SONNETTE;VINCELLES;;;;VINCELLES;;
JUILLET 2016;39577;Vincent-Froideville;39577;Vincent;;;VINCENT FROIDEVILLE;VINCENT;;;;VINCENT;;
OCTOBRE 2018;39583;Vosbles-Valfin;39583;Vosbles;;;VOSBLES-VALFIN;VOSBLES;;;;VOSBLES;;
DÉCEMBRE 2016;40243;Rion-des-Landes;40243;Rion-des-Landes;;;RION DES LANDES;;;;;RION DES LANDES;;
DÉCEMBRE 2016;41173;Beauce la Romaine;41244;Semerville;;;BEAUCE LA ROMAINE;SEMERVILLE;;;;SEMERVILLE;;
DÉCEMBRE 2017;41248;Couëtron-au-Perche;41005;Arville;;;COUETRON AU PERCHE;ARVILLE;;;;ARVILLE;;
FÉVRIER 2016;43090;Esplantas-Vazeilles;43255;Vazeilles-près-Saugues;;;ESPLANTAS VAZEILLES;VAZEILLES PRES SAUGUES;;;;VAZEILLES PRES SAUGUES;;
DÉCEMBRE 2016;43221;Saint-Privat-d'Allier;43221;Saint-Privat-d'Allier;;;ST PRIVAT D ALLIER;;;;;ST PRIVAT D ALLIER;;
DÉCEMBRE 2018;44003;Ancenis-Saint-Géréon;44003;Ancenis;;;ANCENIS ST GEREON;ANCENIS;;;;ANCENIS;;
DÉCEMBRE 2018;44003;Ancenis-Saint-Géréon;44160;Saint-Géréon;;;ANCENIS ST GEREON;ST GEREON;;;;ST GEREON;;
DÉCEMBRE 2016;44005;Chaumes-en-Retz;44005;Arthon-en-Retz;;;CHAUMES EN RETZ;ARTHON EN RETZ;;;;ARTHON EN RETZ;;
DÉCEMBRE 2016;44021;Villeneuve-en-Retz;44059;Fresnay-en-Retz;;;VILLENEUVE EN RETZ;FRESNAY EN RETZ;;;;FRESNAY EN RETZ;;
FÉVRIER 2016;44087;Machecoul-Saint-Même;44087;Machecoul;;;MACHECOUL ST MEME;MACHECOUL;;;;MACHECOUL;;
FÉVRIER 2016;45129;Douchy-Montcorbon;45129;Douchy;;;DOUCHY MONTCORBON;DOUCHY;;;;DOUCHY;;
DÉCEMBRE 2016;45191;Malesherbois (Le);45106;Coudray;;;LE MALESHERBOIS;COUDRAY;;;;COUDRAY;;
FÉVRIER 2016;46103;Saint-Paul - Flaugnac;46103;Flaugnac;;;ST PAUL FLAUGNAC;FLAUGNAC;;;;FLAUGNAC;;
DÉCEMBRE 2016;46156;Bellefont-La Rauze;46077;Cours;;;BELLEFONT LA RAUZE;COURS;;;;COURS;;
DÉCEMBRE 2016;46156;Bellefont-La Rauze;46327;Valroufié;;;BELLEFONT LA RAUZE;VALROUFIE;;;;VALROUFIE;;
FÉVRIER 2016;46201;Montcuq-en-Quercy-Blanc;46201;Montcuq;;;MONTCUQ EN QUERCY BLANC;MONTCUQ;;;;MONTCUQ;;
OCTOBRE 2018;46262;Lendou-en-Quercy;46158;Lascabanes;;;LENDOU EN QUERCY;LASCABANES;;;;LASCABANES;;
OCTOBRE 2018;46262;Lendou-en-Quercy;46262;Saint Cyprien;;;LENDOU EN QUERCY;ST CYPRIEN;;;;ST CYPRIEN;;
DÉCEMBRE 2016;48009;Peyre en Aubrac;48060;Fau-de-Peyre;;;PEYRE EN AUBRAC;FAU DE PEYRE;;;;FAU DE PEYRE;;
DÉCEMBRE 2016;48027;Mont Lozère et Goulet;48023;Belvezet;;;MONT LOZERE ET GOULET;BELVEZET;;;;BELVEZET;;
DÉCEMBRE 2016;48027;Mont Lozère et Goulet;48040;Chasseradès;;;MONT LOZERE ET GOULET;CHASSERADES;;;;CHASSERADES;;
DÉCEMBRE 2018;48038;Bel-Air-Val-d'Ance;48184;Saint-Symphorien;;;BEL AIR VAL D ANCE;ST SYMPHORIEN;;;;ST SYMPHORIEN;;
FÉVRIER 2016;48061;Florac Trois Rivières;48061;Florac;;;FLORAC TROIS RIVIERES;FLORAC;;;;FLORAC;;
DÉCEMBRE 2016;48087;Prinsuéjols-Malbouzon;48087;Malbouzon;;;PRINSUEJOLS MALBOUZON;MALBOUZON;;;;MALBOUZON;;
OCTOBRE 2017;48094;Massegros Causses Gorges;48125;Recoux (Le);;;MASSEGROS CAUSSES GORGES;LE RECOUX;;;;LE RECOUX;;
FÉVRIER 2016;48099;Bourgs sur Colagne;48099;Monastier-Pin-Moriès (Le);;;BOURGS SUR COLAGNE;LE MONASTIER PIN MORIES;;;;LE MONASTIER PIN MORIES;;
FÉVRIER 2016;48105;Naussac-Fontanes;48105;Naussac;;;NAUSSAC FONTANES;NAUSSAC;;;;NAUSSAC;;
OCTOBRE 2019;48127;Monts-de-Randon;48127;Rieutort-de-Randon;;;MONTS DE RANDON;RIEUTORT DE RANDON;;;;RIEUTORT DE RANDON;;
DÉCEMBRE 2016;48146;Gorges du Tarn Causses;48101;Montbrun;;;GORGES DU TARN CAUSSES;MONTBRUN;;;;MONTBRUN;;
FÉVRIER 2016;48152;Ventalon en Cévennes;48152;Saint-Frézal-de-Ventalon;;;VENTALON EN CEVENNES;ST FREZAL DE VENTALON;;;;ST FREZAL DE VENTALON;;
DÉCEMBRE 2016;49003;Tuffalun;49230;Noyant-la-Plaine;;;TUFFALUN;NOYANT LA PLAINE;;;;NOYANT LA PLAINE;;
FÉVRIER 2016;49018;Baugé-en-Anjou;49031;Bocé;;;BAUGE EN ANJOU;BOCE;;;;BOCE;;
FÉVRIER 2016;49018;Baugé-en-Anjou;49101;Clefs-Val d'Anjou;;;BAUGE EN ANJOU;CLEFS;;;;CLEFS VAL D ANJOU;;
FÉVRIER 2016;49023;Beaupréau-en-Mauges;49006;Andrezé;;;BEAUPREAU EN MAUGES;ANDREZE;;;;ANDREZE;;
FÉVRIER 2016;49023;Beaupréau-en-Mauges;49072;Chapelle-du-Genêt  (La);;;BEAUPREAU EN MAUGES;LA CHAPELLE DU GENET;;;;LA CHAPELLE DU GENET;;
FÉVRIER 2016;49023;Beaupréau-en-Mauges;49165;Jubaudière  (La);;;BEAUPREAU EN MAUGES;LA JUBAUDIERE;;;;LA JUBAUDIERE;;
DÉCEMBRE 2016;49050;Brissac Loire Aubance;49115;Coutures;;;BRISSAC LOIRE AUBANCE;COUTURES;;;;COUTURES;;
DÉCEMBRE 2016;49050;Brissac Loire Aubance;49317;Saint-Rémy-la-Varenne;;;BRISSAC LOIRE AUBANCE;ST REMY LA VARENNE;;;;ST REMY LA VARENNE;;
DÉCEMBRE 2018;49060;Bellevigne-les-Châteaux;49046;Brézé;;;BELLEVIGNE LES CHATEAUX;BREZE;;;;BREZE;;
DÉCEMBRE 2018;49060;Bellevigne-les-Châteaux;49274;Saint-Cyr-en-Bourg;;;BELLEVIGNE LES CHATEAUX;ST CYR EN BOURG;;;;ST CYR EN BOURG;;
DÉCEMBRE 2016;49065;Hauts d'Anjou (Les) *;49065;Champigné;;;LES HAUTS D ANJOU;CHAMPIGNE;;;;CHAMPIGNE;;
DÉCEMBRE 2016;49065;Hauts d'Anjou (Les) *;49254;Querré;;;LES HAUTS D ANJOU;QUERRE;;;;QUERRE;;
FÉVRIER 2016;49067;Chenillé-Champteussé;49095;Chenillé-Changé;;;CHENILLE CHAMPTEUSSE;CHENILLE CHANGE;;;;CHENILLE CHANGE;;
DÉCEMBRE 2018;49080;Hauts d'Anjou (Les);49065;Hauts d'Anjou (Les);;;LES HAUTS D ANJOU;CHERRE;;;;LES HAUTS D ANJOU;CHERRE;
DÉCEMBRE 2018;49080;Hauts d'Anjou (Les);49065;Hauts d'Anjou (Les);;;LES HAUTS D ANJOU;QUERRE;;;;LES HAUTS D ANJOU;QUERRE;
DÉCEMBRE 2016;49086;Terranjou;49086;Chavagnes;;;TERRANJOU;CHAVAGNES;;;;CHAVAGNES;;
DÉCEMBRE 2016;49086;Terranjou;49191;Martigné-Briand;;;TERRANJOU;MARTIGNE BRIAND;;;;MARTIGNE BRIAND;;
FÉVRIER 2016;49092;Chemillé-en-Anjou;49281;Saint-Georges-des-Gardes;;;CHEMILLE EN ANJOU;LES GARDES;;;;ST GEORGES DES GARDES;LES GARDES;
DÉCEMBRE 2016;49125;Doué-en-Anjou;49047;Brigné;;;DOUE EN ANJOU;BRIGNE;;;;BRIGNE;;
DÉCEMBRE 2016;49125;Doué-en-Anjou;49365;Les Verchers-sur-Layon;;;DOUE EN ANJOU;LES VERCHERS SUR LAYON;;;;LES VERCHERS SUR LAYON;;
FÉVRIER 2016;49149;Gennes-Val de Loire *;49094;Chênehutte-Trèves-Cunault;;;GENNES VAL DE LOIRE;TREVES CUNAULT;;;;CHENEHUTTE TREVES CUNAULT;TREVES CUNAULT;
FÉVRIER 2016;49149;Gennes-Val de Loire *;49279;Saint-Georges-des-Sept-Voies;;;GENNES VAL DE LOIRE;ST GEORGES DES SEPT VOIES;;;;ST GEORGES DES SEPT VOIES;;
OCTOBRE 2019;49174;Huillé-Lézigné;49159;Huillé;;;HUILLE LEZIGNE;HUILLE;;;;HUILLE;;
DÉCEMBRE 2016;49183;Val d’Erdre-Auxence;49183;Louroux-Béconnais (Le);;;VAL D ERDRE AUXENCE;LE LOUROUX BECONNAIS;;;;LE LOUROUX BECONNAIS;;
DÉCEMBRE 2016;49200;Longuenée-en-Anjou;49251;Pruillé;;;LONGUENEE EN ANJOU;PRUILLE;;;;PRUILLE;;
FÉVRIER 2016;49218;Montrevault-sur-Èvre;49033;Boissière-sur-Èvre (La);;;MONTREVAULT SUR EVRE;LA BOISSIERE SUR EVRE;;;;LA BOISSIERE SUR EVRE;;
FÉVRIER 2016;49218;Montrevault-sur-Èvre;49083;Chaudron-en-Mauges;;;MONTREVAULT SUR EVRE;CHAUDRON EN MAUGES;;;;CHAUDRON EN MAUGES;;
FÉVRIER 2016;49218;Montrevault-sur-Èvre;49085;Chaussaire (La);;;MONTREVAULT SUR EVRE;LA CHAUSSAIRE;;;;LA CHAUSSAIRE;;
FÉVRIER 2016;49218;Montrevault-sur-Èvre;49137;Fief-Sauvin (Le);;;MONTREVAULT SUR EVRE;LE FIEF SAUVIN;;;;LE FIEF SAUVIN;;
FÉVRIER 2016;49218;Montrevault-sur-Èvre;49313;Saint-Pierre-Montlimart;;;MONTREVAULT SUR EVRE;ST PIERRE MONTLIMART;;;;ST PIERRE MONTLIMART;;
DÉCEMBRE 2016;49220;Morannes sur Sarthe-Daumeray;49220;Morannes-sur-Sarthe;;;MORANNES SUR SARTHE DAUMERAY;CHEMIRE SUR SARTHE;;;;MORANNES SUR SARTHE;CHEMIRE SUR SARTHE;
OCTOBRE 2017;49228;Noyant-Villages;49052;Broc;;;NOYANT VILLAGES;BROC;;;;BROC;;
OCTOBRE 2017;49228;Noyant-Villages;49122;Dénezé-sous-le-Lude;;;NOYANT VILLAGES;DENEZE SOUS LE LUDE;;;;DENEZE SOUS LE LUDE;;
